Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EQY_WEIGHTED_AVG_PX,MOV_AVG_5D,MOV_AVG_10D,MOV_AVG_20D,MOV_AVG_30D,MOV_AVG_40D,MOV_AVG_50D,MOV_AVG_60D,MOV_AVG_100D,MOV_AVG_120D,MOV_AVG_180D,MOV_AVG_200D,RSI_3D,RSI_9D,RSI_14D,RSI_30D,LOG_RETURNS,REALIZED_VOL_3D,REALIZED_VOL_5D,REALIZED_VOL_10D,REALIZED_VOL_20D,REALIZED_VOL_50D
2000-01-03,2.41,2.434,2.373,2.373,4656000.0,2.399,2.3083,2.2786,2.1915,2.1514,2.1158,2.0972,2.0879,2.0586,2.067,2.0402,1.9485,72.5932,76.2564,73.575,67.9098,,,,,,
2000-01-04,2.373,2.373,2.335,2.36,8140000.0,2.3633,2.333,2.2922,2.2101,2.1604,2.1251,2.1044,2.0935,2.0649,2.0673,2.0459,1.9556,64.5769,72.8703,71.3854,66.9222,-0.005493358416107874,,,,,
2000-01-05,2.274,2.36,2.274,2.348,4156000.0,2.3296,2.3528,2.3009,2.2286,2.1691,2.1344,2.1118,2.098,2.0692,2.0682,2.0515,1.9626,55.4004,69.4034,69.1685,65.9304,-0.005097717071668728,,,,,
2000-01-06,2.36,2.385,2.323,2.323,4560000.0,2.3491,2.3627,2.3071,2.244,2.1765,2.143,2.1175,2.1026,2.0705,2.0687,2.0566,1.9693,38.8419,62.6923,64.832,63.9688,-0.010704448177577874,0.003129095243823052,,,,
2000-01-07,2.36,2.385,2.323,2.323,4560000.0,2.3491,2.3627,2.3071,2.244,2.1765,2.143,2.1175,2.1026,2.0705,2.0687,2.0566,1.9693,38.8419,62.6923,64.832,63.9688,0.0,0.0053542407464115494,,,,
2000-01-10,2.36,2.385,2.323,2.323,4560000.0,2.3491,2.3627,2.3071,2.244,2.1765,2.143,2.1175,2.1026,2.0705,2.0687,2.0566,1.9693,38.8419,62.6923,64.832,63.9688,0.0,0.006180216036850984,0.004473506767087811,,,
2000-01-11,2.373,2.459,2.373,2.434,7428000.0,2.4131,2.3676,2.3256,2.2613,2.1876,2.1538,2.1259,2.1079,2.0726,2.0703,2.0618,1.9767,79.7322,74.9533,73.0271,68.352,0.0466765407770634,0.026948713382478097,0.023068517378645972,,,
2000-01-12,2.434,2.768,2.434,2.694,15176000.0,2.6331,2.4319,2.3701,2.2916,2.2074,2.1705,2.139,2.1178,2.0783,2.0739,2.0684,1.9853,93.932,86.5536,82.9883,75.5356,0.10149108342283675,0.050799891008281,0.04694278360837725,,,
2000-01-13,2.719,2.817,2.669,2.694,16700000.0,2.7301,2.4986,2.4158,2.3194,2.2276,2.1875,2.1519,2.1277,2.0836,2.0772,2.0752,1.9939,93.932,86.5536,82.9883,75.5356,0.0,0.050799891008281,0.044967795423629296,,,
2000-01-14,2.743,2.793,2.694,2.768,14268000.0,2.7324,2.5826,2.4677,2.3491,2.2515,2.2054,2.1657,2.1409,2.0892,2.0812,2.0826,2.0026,95.8163,88.4825,84.8431,77.1233,0.027097959767250712,0.05255009718532729,0.042041152196783116,,,
2000-01-17,2.817,3.188,2.817,2.892,27116000.0,3.0642,2.6963,2.5295,2.3843,2.2795,2.2283,2.1832,2.1569,2.0961,2.0864,2.0905,2.0119,97.6447,90.9237,87.3238,79.4255,0.04382326654109536,0.022115281295063214,0.037195203668378286,0.0355784680352108,,
2000-01-18,2.941,3.065,2.916,3.065,16400000.0,3.0136,2.8224,2.595,2.4294,2.3128,2.2545,2.2045,2.1742,2.1045,2.0938,2.0994,2.022,98.7719,93.1954,89.8327,82.0427,0.058099265091656305,0.015516770245510967,0.037761175521129224,0.036236495748809994,,
2000-01-19,3.04,3.163,2.99,3.065,16812000.0,3.0784,2.8965,2.6642,2.4714,2.3491,2.2796,2.2255,2.1917,2.1132,2.1013,2.108,2.0317,98.7719,93.1954,89.8327,82.0427,0.0,0.030275973502482286,0.0259857907222888,0.03578123794800424,,
2000-01-20,3.089,3.114,3.015,3.015,9024000.0,3.0621,2.9607,2.7297,2.511,2.3833,2.3027,2.246,2.2086,2.1215,2.1083,2.116,2.0408,75.5339,85.4608,84.3038,78.9712,-0.01644773920902587,0.03916484090670398,0.030685118282271235,0.03648655144687114,,
2000-01-21,3.04,3.089,3.015,3.065,6372000.0,3.042,3.0201,2.8013,2.5511,2.4195,2.3271,2.2678,2.2267,2.1306,2.1157,2.1239,2.0504,81.9159,86.7024,85.2795,79.7552,0.01644773920902587,0.016447739209025845,0.030657050795097868,0.03553898219407624,,
2000-01-24,3.065,3.089,2.916,3.04,1880000.0,3.0163,3.0497,2.873,2.59,2.4537,2.3506,2.289,2.2434,2.1394,2.1225,2.1315,2.0597,68.5124,82.7286,82.5175,78.2462,-0.008190053970044353,0.01711394518413388,0.029518942932643778,0.03633421972843911,,
2000-01-25,2.99,3.04,2.966,3.015,3656000.0,2.9957,3.0398,2.9311,2.6283,2.4846,2.3735,2.3093,2.2601,2.1479,2.1312,2.1386,2.0688,55.0106,78.6721,79.7364,76.7441,-0.008257685238981516,0.014244200128937705,0.012472138696881156,0.03715542843598736,,
2000-01-26,3.015,3.04,2.941,2.966,5020000.0,2.9941,3.0201,2.9583,2.6642,2.5138,2.3951,2.3281,2.2756,2.1568,2.1384,2.1452,2.0772,34.5716,70.855,74.34,73.8124,-0.016385586463408375,0.004712290758437953,0.013501894205277205,0.025927067958804343,,
2000-01-27,2.966,2.966,2.867,2.892,6692000.0,2.9026,2.9953,2.978,2.6969,2.539,2.4152,2.3456,2.2896,2.1654,2.1458,2.1512,2.0853,18.83,60.6804,67.0136,69.6819,-0.02526593941922206,0.00850690070074029,0.015537693614576492,0.028107923798108034,,
2000-01-28,2.916,2.941,2.743,2.817,11268000.0,2.8116,2.9459,2.983,2.7253,2.5604,2.4343,2.3609,2.3019,2.1726,2.1532,2.1564,2.093,11.1884,52.241,60.5836,65.8687,-0.026275815402282632,0.005442075991511764,0.008785060065347619,0.028942103516485358,,
2000-01-31,2.793,2.817,2.743,2.793,6104000.0,2.7777,2.8965,2.9731,2.7513,2.5806,2.4529,2.3772,2.3149,2.1789,2.1617,2.1608,2.1006,9.3011,49.6514,58.5664,64.6488,-0.008556201931195995,0.009951715748089342,0.008695636988145105,0.02494661514733017,0.032199359664303574,
2000-02-01,2.793,2.817,2.743,2.793,6104000.0,2.7777,2.8965,2.9731,2.7513,2.5806,2.4529,2.3772,2.3149,2.1789,2.1617,2.1608,2.1006,9.3011,49.6514,58.5664,64.6488,0.0,0.013401565630595464,0.0111863279101073,0.012837369406127615,0.03210014770330083,
2000-02-02,2.842,2.99,2.842,2.966,12668000.0,2.9347,2.8866,2.9632,2.7791,2.6073,2.4754,2.3963,2.331,2.1868,2.173,2.1665,2.1089,67.2706,63.7874,66.8798,68.8292,0.06009795675270069,0.037412935601496944,0.035403951640768566,0.025496767732228157,0.03391395652988713,
2000-02-03,2.966,3.089,2.966,3.065,13196000.0,3.0672,2.9064,2.9632,2.8137,2.6353,2.5026,2.4163,2.3485,2.1957,2.1844,2.1724,2.1176,78.8547,69.3241,70.5198,70.8658,0.032833325672434244,0.030091947396007894,0.034562674326018734,0.027363835719810763,0.03379845535643438,
2000-02-04,2.966,3.089,2.966,3.065,13196000.0,3.0672,2.9064,2.9632,2.8137,2.6353,2.5026,2.4163,2.3485,2.1957,2.1844,2.1724,2.1176,78.8547,69.3241,70.5198,70.8658,0.0,0.030091947396007894,0.028892773449330198,0.026864971483178214,0.03379845535643438,
2000-02-07,2.966,3.089,2.966,3.065,13196000.0,3.0672,2.9064,2.9632,2.8137,2.6353,2.5026,2.4163,2.3485,2.1957,2.1844,2.1724,2.1176,78.8547,69.3241,70.5198,70.8658,0.0,0.018956329415370544,0.02721464233609168,0.026711952282519408,0.03379845535643438,
2000-02-08,3.089,3.188,3.089,3.188,9912000.0,3.1547,2.9657,2.9805,2.8551,2.6675,2.5326,2.4383,2.3684,2.2059,2.1966,2.1791,2.1268,87.2897,74.7525,74.3192,73.1354,0.03934619153979413,0.0227165342770867,0.026165093376191512,0.029053782319146657,0.033461919678698666,
2000-02-09,3.188,3.312,3.188,3.188,12632000.0,3.2776,3.0398,2.9929,2.8971,2.6984,2.5629,2.4603,2.3886,2.2171,2.2072,2.1856,2.136,87.2897,74.7525,74.3192,73.1354,0.0,0.0227165342770867,0.019900838690870695,0.028124566090532894,0.02635551974130568,
2000-02-10,3.188,3.262,3.188,3.238,7596000.0,3.2286,3.1288,3.0126,2.9428,2.7309,2.5934,2.483,2.4096,2.2291,2.2159,2.1923,2.1452,90.6474,76.8283,75.7679,74.0024,0.015562094327474574,0.019815754879844327,0.01722873760006116,0.025748030471116352,0.02632360459296217,
2000-02-11,3.238,3.262,3.139,3.188,5968000.0,3.2016,3.1733,3.0299,2.9805,2.7622,2.6209,2.5048,2.4294,2.2408,2.224,2.1989,2.1537,64.9216,70.3236,71.4284,71.6117,-0.015562094327474574,0.015562094327474558,0.02075364902049377,0.02418628009863148,0.026524306152825028,
2000-02-14,3.163,3.213,3.163,3.213,6660000.0,3.1927,3.2029,3.0547,3.0065,2.7943,2.649,2.527,2.4492,2.2529,2.233,2.2055,2.1622,71.0777,71.6726,72.2831,72.0783,0.007811319205752731,0.016202397428629802,0.02030228369045887,0.02314399787680638,0.02508057405395996,
2000-02-15,3.238,3.238,3.139,3.139,6368000.0,3.1697,3.1931,3.0794,3.0287,2.8244,2.6741,2.548,2.4679,2.2646,2.2412,2.2116,2.1706,39.7142,62.1389,65.9123,68.5802,-0.023300802273904964,0.016197572677412574,0.01612697148345354,0.02573858461431316,0.02253017135110325,
2000-02-16,3.139,3.213,3.114,3.213,7340000.0,3.1887,3.198,3.1189,3.051,2.8565,2.7,2.5713,2.4873,2.2763,2.2495,2.2182,2.1794,63.7244,67.0671,68.8673,70.0822,0.023300802273904964,0.023733231747607997,0.02011855921231061,0.020048623430099183,0.023061424584731878,
2000-02-17,3.188,3.188,3.163,3.188,4308000.0,3.176,3.1881,3.1585,3.0658,2.887,2.725,2.594,2.5075,2.2885,2.2577,2.2249,2.188,53.1419,63.9458,66.7889,68.9457,-0.007811319205752731,0.023733231747607997,0.018719182758398713,0.018515927852694028,0.02276977308658852,
2000-02-18,3.213,3.213,3.139,3.163,3424000.0,3.1582,3.1832,3.1782,3.0707,2.9121,2.7501,2.616,2.5266,2.3001,2.2656,2.2315,2.1965,42.5442,60.7643,64.6865,67.8082,-0.007872816604457045,0.01798037077328306,0.01773043415792099,0.018865878798006188,0.02265108495950129,
2000-02-21,3.163,3.163,3.065,3.139,8920000.0,3.0964,3.1683,3.1856,3.0744,2.9377,2.7729,2.6392,2.5445,2.3121,2.2734,2.2377,2.2047,32.748,57.5434,62.5655,66.6702,-0.0076166664636951875,0.00013371893075125283,0.01701676271309016,0.01915854648998617,0.02263843597947227,
2000-02-22,3.163,3.163,3.04,3.065,12064000.0,3.0758,3.1535,3.1733,3.0769,2.9612,2.7939,2.6607,2.5608,2.3246,2.2807,2.2436,2.2121,16.0832,48.8114,56.5727,63.3698,-0.023856708471641896,0.009303130087380464,0.017170126491446554,0.01572885126107389,0.02325629898241123,
2000-02-23,3.065,3.089,3.04,3.089,7600000.0,3.0696,3.1288,3.1634,3.0781,2.9859,2.8146,2.683,2.5775,2.3371,2.2885,2.25,2.2193,33.1042,51.5675,58.0163,63.9846,0.007799844548270096,0.015830061725002932,0.011193597426873016,0.016133827509413955,0.022941088415650582,
2000-02-24,3.065,3.089,3.04,3.065,7608000.0,3.0762,3.1041,3.1461,3.0794,3.0106,2.8347,2.704,2.5935,2.3501,2.296,2.2563,2.2262,25.3818,48.6223,56.0112,62.8926,-0.007799844548270096,0.015828826699331878,0.011193614034625156,0.014754989819697754,0.02216662212514494,
2000-02-25,3.065,3.089,3.04,3.04,8696000.0,3.0601,3.0794,3.1313,3.0806,3.0308,2.8545,2.723,2.6092,2.3629,2.3034,2.2624,2.2328,18.8026,45.6869,54.0013,61.8016,-0.008190053970044353,0.009121215360607999,0.011194538429522649,0.014375164723154723,0.021264067069273838,
2000-02-28,3.015,3.015,2.941,2.966,12264000.0,2.9885,3.0448,3.1066,3.0806,3.0398,2.8724,2.7405,2.6236,2.3755,2.3108,2.2677,2.2387,8.679,37.9536,48.3911,58.6442,-0.02464327170238989,0.00961389337917569,0.013439061714215904,0.01487801679009254,0.022046305765180997,
2000-02-29,2.966,2.966,2.941,2.941,7728000.0,2.9508,3.0201,3.0868,3.0831,3.0481,2.89,2.7566,2.6378,2.3882,2.3184,2.2727,2.2444,6.8381,35.6883,46.6513,57.629,-0.008464584143882403,0.009421019687204069,0.011473760149510156,0.013889489284417727,0.022187822058885424,
